date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:27	5447/5447	---M--	200	added ('OK')	image/png	etag:%221547-5b1a3f29ddabf%22	https://www.equancy.fr/uploads/media/5f4e6bdb3721f_aws.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e6bdb3721f_aws.png	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:27	186574/186574	---M--	200	added ('OK')	image/jpeg	etag:%222d8ce-5bca19c71aff1%22	https://www.equancy.fr/uploads/media/603f8b6000d7a_equancy-qualite-des-donnees-get-clean-stay-clean-mars-2021-dr.jpg	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/603f8b6000d7a_equancy-qualite-des-donnees-get-clean-stay-clean-mars-2021-dr.jpg	(from https://www.equancy.fr/fr/news/study/qualite-des-donnees-get-clean-stay-clean)
15:07:27	179361/179361	---M--	200	added ('OK')	image/png	etag:%222bca1-5b358ed320185%22	https://www.equancy.fr/uploads/media/5fa3c939808ef_elodie-prodhomme-2.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5fa3c939808ef_elodie-prodhomme-2.png	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:27	17480/17480	---M--	200	added ('OK')	image/png	etag:%224448-5b1a3f2a116e1%22	https://www.equancy.fr/uploads/media/5f4e6d81d33cb_gitlab.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e6d81d33cb_gitlab.png	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:27	76311/76311	---M--	200	added ('OK')	image/png	etag:%2212a17-5b1a3f26df106%22	https://www.equancy.fr/uploads/media/5f4e6dfb09fd1_jupyter.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e6dfb09fd1_jupyter.png	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:27	13373/13373	---M--	200	added ('OK')	image/png	etag:%22343d-5b1a3f2b2d9ca%22	https://www.equancy.fr/uploads/media/5f6236351bde8_python.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f6236351bde8_python.png	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:28	3385/3385	---M--	200	added ('OK')	image/png	etag:%22d39-5b1a3f29658db%22	https://www.equancy.fr/uploads/media/5f4e70d79fe68_tableau.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e70d79fe68_tableau.png	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:28	29514/29514	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Mar%202021%2010:07:30%20GMT	https://www.equancy.fr/fr/expertise/nouveaux-concepts-de-distribution	C:/Users/Reception/Desktop/TEST/www.equancy.fr/fr/expertise/nouveaux-concepts-de-distribution.html	(from https://www.equancy.fr/fr/expertise/optimisation-du-plan-danimation-commercial-pac)
15:07:28	29561/29561	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Mar%202021%2010:07:30%20GMT	https://www.equancy.fr/fr/expertise/transformation-client	C:/Users/Reception/Desktop/TEST/www.equancy.fr/fr/expertise/transformation-client.html	(from https://www.equancy.fr/fr/expertise/parcours-omnicanal)
15:07:29	33308/33308	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Mar%202021%2010:07:30%20GMT	https://www.equancy.fr/fr/expertise/optimisation-algorithmique-des-actions-marketing	C:/Users/Reception/Desktop/TEST/www.equancy.fr/fr/expertise/optimisation-algorithmique-des-actions-marketing.html	(from https://www.equancy.fr/fr/expertise/2-plan-dactions-client-segmente)
15:07:29	31312/31312	---M--	200	added ('OK')	image/jpeg	etag:%227a50-5b1a3f27553aa%22	https://www.equancy.fr/uploads/media/5f4e6bb5628ed_automation-anywhere.jpg	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e6bb5628ed_automation-anywhere.jpg	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
15:07:29	39324/39324	---M--	200	added ('OK')	image/jpeg	etag:%22999c-5b1a3f29752db%22	https://www.equancy.fr/uploads/media/5f4e6ffb90937_ml-flow.jpeg	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e6ffb90937_ml-flow.jpg	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
15:07:29	12179/12179	---M--	200	added ('OK')	image/jpeg	etag:%222f93-5b1a3f288dbb4%22	https://www.equancy.fr/uploads/media/5f635c2bc9f74_logo-pytorch-200x175.jpg	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f635c2bc9f74_logo-pytorch-200x175.jpg	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
15:07:30	19038/19038	---M--	200	added ('OK')	image/png	etag:%224a5e-5b1a3f2834dd1%22	https://www.equancy.fr/uploads/media/5f4e714a81287_uipath.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e714a81287_uipath.png	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
15:07:30	218360/218360	---M--	200	added ('OK')	image/png	etag:%22354f8-5b1a3f29a507d%22	https://www.equancy.fr/uploads/media/5f4e70ed19e1f_tensorflow.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f4e70ed19e1f_tensorflow.png	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
15:07:30	11807/11807	---M--	200	added ('OK')	image/png	etag:%222e1f-5b1a3f279a90c%22	https://www.equancy.fr/uploads/media/5f635b6526c3c_scikit.png	C:/Users/Reception/Desktop/TEST/www.equancy.fr/uploads/media/5f635b6526c3c_scikit.png	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
15:07:30	31578/31578	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Mar%202021%2010:07:32%20GMT	https://www.equancy.fr/fr/expertise/systeme-de-recommandations-avance	C:/Users/Reception/Desktop/TEST/www.equancy.fr/fr/expertise/systeme-de-recommandations-avance.html	(from https://www.equancy.fr/fr/expertise/robotisation-intelligente-de-processus)
